,Unnamed: 0,Unnamed: 0.1,PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,TotRel,Died,English
501,501,501,502,0,3,"Jonkoff, Mr. Lalio",male,23.0,0,0,349204,7.8958,Unknown,S,0,1,0
502,502,502,503,0,3,"Stoytcheff, Mr. Ilia",male,19.0,0,0,349205,7.8958,Unknown,S,0,1,0
503,503,503,504,0,3,"Naidenoff, Mr. Penko",male,22.0,0,0,349206,7.8958,Unknown,S,0,1,1
504,504,504,505,0,3,"Mionoff, Mr. Stoytcho",male,28.0,0,0,349207,7.8958,Unknown,S,0,1,0
505,505,505,506,0,3,"Staneff, Mr. Ivan",male,29.69911764705882,0,0,349208,7.8958,Unknown,S,0,1,0
506,506,506,507,0,3,"Coleff, Mr. Satio",male,24.0,0,0,349209,7.4958,Unknown,S,0,1,1
507,507,507,508,0,3,"Coleff, Mr. Peju",male,36.0,0,0,349210,7.4958,Unknown,S,0,1,1
508,508,508,509,0,3,"Petroff, Mr. Nedelio",male,19.0,0,0,349212,7.8958,Unknown,S,0,1,1
509,509,509,510,0,3,"Markoff, Mr. Marin",male,35.0,0,0,349213,7.8958,Unknown,C,0,1,1
510,510,510,511,0,3,"Slabenoff, Mr. Petco",male,29.69911764705882,0,0,349214,7.8958,Unknown,S,0,1,0
511,511,511,512,0,3,"Petroff, Mr. Pastcho (""Pentcho"")",male,29.69911764705882,0,0,349215,7.8958,Unknown,S,0,1,1
512,512,512,513,0,3,"Todoroff, Mr. Lalio",male,29.69911764705882,0,0,349216,7.8958,Unknown,S,0,1,1
513,513,513,514,0,3,"Laleff, Mr. Kristo",male,29.69911764705882,0,0,349217,7.8958,Unknown,S,0,1,1
514,514,514,515,0,3,"Nankoff, Mr. Minko",male,29.69911764705882,0,0,349218,7.8958,Unknown,S,0,1,0
515,515,515,516,0,3,"Danoff, Mr. Yoto",male,27.0,0,0,349219,7.8958,Unknown,S,0,1,1
516,516,516,517,0,3,"Mitkoff, Mr. Mito",male,29.69911764705882,0,0,349221,7.8958,Unknown,S,0,1,1
517,517,517,518,0,3,"Sdycoff, Mr. Todor",male,29.69911764705882,0,0,349222,7.8958,Unknown,S,0,1,0
518,518,518,519,0,3,"Radeff, Mr. Alexander",male,29.69911764705882,0,0,349223,7.8958,Unknown,S,0,1,1
519,519,519,520,0,3,"Bostandyeff, Mr. Guentcho",male,26.0,0,0,349224,7.8958,Unknown,S,0,1,0
520,520,520,521,0,3,"Denkoff, Mr. Mitto",male,29.69911764705882,0,0,349225,7.8958,Unknown,S,0,1,1
521,521,521,522,0,3,"Plotcharsky, Mr. Vasil",male,29.69911764705882,0,0,349227,7.8958,Unknown,S,0,1,0
522,522,522,523,0,3,"Dakic, Mr. Branko",male,19.0,0,0,349228,10.1708,Unknown,S,0,1,0
523,523,523,524,0,3,"Cor, Mr. Liudevit",male,19.0,0,0,349231,7.8958,Unknown,S,0,1,0
524,524,524,525,0,3,"Mineff, Mr. Ivan",male,24.0,0,0,349233,7.8958,Unknown,S,0,1,0
525,525,525,526,0,3,"Nenkoff, Mr. Christo",male,29.69911764705882,0,0,349234,7.8958,Unknown,S,0,1,0
526,526,526,527,0,3,"Haas, Miss. Aloisia",female,24.0,0,0,349236,8.85,Unknown,S,0,1,0
527,527,527,528,0,3,"Arnold-Franchi, Mrs. Josef (Josefine Franchi)",female,18.0,1,0,349237,17.8,Unknown,S,1,1,1
528,528,528,529,0,3,"Arnold-Franchi, Mr. Josef",male,25.0,1,0,349237,17.8,Unknown,S,1,1,1
529,529,529,530,0,3,"Stankovic, Mr. Ivan",male,33.0,0,0,349239,8.6625,Unknown,C,0,1,0
530,530,530,531,1,3,"Jalsevac, Mr. Ivan",male,29.0,0,0,349240,7.8958,Unknown,C,0,0,0
531,531,531,532,0,3,"Drazenoic, Mr. Jozef",male,33.0,0,0,349241,7.8958,Unknown,C,0,1,0
532,532,532,533,0,3,"Pavlovic, Mr. Stefo",male,32.0,0,0,349242,7.8958,Unknown,S,0,1,0
533,533,533,534,0,3,"Hendekovic, Mr. Ignjac",male,28.0,0,0,349243,7.8958,Unknown,S,0,1,0
534,534,534,535,1,3,"Osman, Mrs. Mara",female,31.0,0,0,349244,8.6833,Unknown,S,0,0,1
535,535,535,536,0,3,"Petranec, Miss. Matilda",female,28.0,0,0,349245,7.8958,Unknown,S,0,1,0
536,536,536,537,0,3,"Karaic, Mr. Milan",male,30.0,0,0,349246,7.8958,Unknown,S,0,1,0
537,537,537,538,0,3,"Turcin, Mr. Stjepan",male,36.0,0,0,349247,7.8958,Unknown,S,0,1,0
538,538,538,539,0,3,"Balkic, Mr. Cerin",male,26.0,0,0,349248,7.8958,Unknown,S,0,1,0
539,539,539,540,0,3,"Rekic, Mr. Tido",male,38.0,0,0,349249,7.8958,Unknown,S,0,1,0
540,540,540,541,0,3,"Sivic, Mr. Husein",male,40.0,0,0,349251,7.8958,Unknown,S,0,1,1
541,541,541,542,0,3,"Vovk, Mr. Janko",male,22.0,0,0,349252,7.8958,Unknown,S,0,1,0
542,542,542,543,0,3,"Kraeff, Mr. Theodor",male,29.69911764705882,0,0,349253,7.8958,Unknown,C,0,1,0
543,543,543,544,0,3,"Gheorgheff, Mr. Stanio",male,29.69911764705882,0,0,349254,7.8958,Unknown,C,0,1,0
544,544,544,545,1,3,"Karun, Miss. Manca",female,4.0,0,1,349256,13.4167,Unknown,C,1,0,1
545,545,545,546,0,3,"Markun, Mr. Johann",male,33.0,0,0,349257,7.8958,Unknown,S,0,1,0
546,546,546,547,0,3,"Palsson, Master. Gosta Leonard",male,2.0,3,1,349909,21.075,Unknown,S,4,1,0
547,547,547,548,0,3,"Palsson, Miss. Torborg Danira",female,8.0,3,1,349909,21.075,Unknown,S,4,1,0
548,548,548,549,0,3,"Palsson, Miss. Stina Viola",female,3.0,3,1,349909,21.075,Unknown,S,4,1,0
549,549,549,550,0,3,"Palsson, Mrs. Nils (Alma Cornelia Berglund)",female,29.0,0,4,349909,21.075,Unknown,S,4,1,0
550,550,550,551,0,3,"Lindell, Mr. Edvard Bengtsson",male,36.0,1,0,349910,15.55,Unknown,S,1,1,0
551,551,551,552,0,3,"Edvardsson, Mr. Gustaf Hjalmar",male,18.0,0,0,349912,7.775,Unknown,S,0,1,0
552,552,552,553,0,3,"Hansen, Mr. Henrik Juul",male,26.0,1,0,350025,7.8542,Unknown,S,1,1,0
553,553,553,554,0,3,"Hansen, Mr. Claus Peter",male,41.0,2,0,350026,14.1083,Unknown,S,2,1,0
554,554,554,555,0,3,"Hansen, Mr. Henry Damsgaard",male,21.0,0,0,350029,7.8542,Unknown,S,0,1,0
555,555,555,556,1,3,"Jansson, Mr. Carl Olof",male,21.0,0,0,350034,7.7958,Unknown,S,0,0,0
556,556,556,557,0,3,"Svensson, Mr. Olof",male,24.0,0,0,350035,7.7958,Unknown,S,0,1,0
557,557,557,558,0,3,"Fischer, Mr. Eberhard Thelander",male,18.0,0,0,350036,7.7958,Unknown,S,0,1,0
558,558,558,559,0,3,"Carlsson, Mr. August Sigfrid",male,28.0,0,0,350042,7.7958,Unknown,S,0,1,0
559,559,559,560,1,3,"Andersson, Mr. August Edvard (""Wennerstrom"")",male,27.0,0,0,350043,7.7958,Unknown,S,0,0,0
560,560,560,561,1,3,"Andersen-Jensen, Miss. Carla Christine Nielsine",female,19.0,1,0,350046,7.8542,Unknown,S,1,0,0
561,561,561,562,0,3,"Jensen, Mr. Niels Peder",male,48.0,0,0,350047,7.8542,Unknown,S,0,1,0
562,562,562,563,0,3,"Jensen, Mr. Svend Lauritz",male,17.0,1,0,350048,7.0542,Unknown,S,1,1,0
563,563,563,564,0,3,"Jensen, Mr. Hans Peder",male,20.0,0,0,350050,7.8542,Unknown,S,0,1,0
564,564,564,565,0,3,"Johansson, Mr. Erik",male,22.0,0,0,350052,7.7958,Unknown,S,0,1,0
565,565,565,566,0,3,"Karlsson, Mr. Nils August",male,22.0,0,0,350060,7.5208,Unknown,S,0,1,0
566,566,566,567,0,3,"Klasen, Mr. Klas Albin",male,18.0,1,1,350404,7.8542,Unknown,S,2,1,0
567,567,567,568,0,3,"Vestrom, Miss. Hulda Amanda Adolfina",female,14.0,0,0,350406,7.8542,Unknown,S,0,1,0
568,568,568,569,0,3,"Olsson, Miss. Elina",female,31.0,0,0,350407,7.8542,Unknown,S,0,1,0
569,569,569,570,1,3,"Jonsson, Mr. Carl",male,32.0,0,0,350417,7.8542,Unknown,S,0,0,0
570,570,570,571,0,3,"Patchett, Mr. George",male,19.0,0,0,358585,14.5,Unknown,S,0,1,1
571,571,571,572,0,3,"Garfirth, Mr. John",male,29.69911764705882,0,0,358585,14.5,Unknown,S,0,1,1
572,572,572,573,0,3,"Reed, Mr. James George",male,29.69911764705882,0,0,362316,7.25,Unknown,S,0,1,1
573,573,573,574,1,3,"Goldsmith, Master. Frank John William ""Frankie""",male,9.0,0,2,363291,20.525,Unknown,S,2,0,1
574,574,574,575,1,3,"Goldsmith, Mrs. Frank John (Emily Alice Brown)",female,31.0,1,1,363291,20.525,Unknown,S,2,0,0
575,575,575,576,0,3,"Goldsmith, Mr. Frank John",male,33.0,1,1,363291,20.525,Unknown,S,2,1,1
576,576,576,577,0,3,"Theobald, Mr. Thomas Leonard",male,34.0,0,0,363294,8.05,Unknown,S,0,1,0
577,577,577,578,0,3,"Kelly, Mr. James",male,44.0,0,0,363592,8.05,Unknown,S,0,1,1
578,578,578,579,0,3,"Risien, Mr. Samuel Beard",male,29.69911764705882,0,0,364498,14.5,Unknown,S,0,1,1
579,579,579,580,0,3,"Tomlin, Mr. Ernest Portage",male,30.5,0,0,364499,8.05,Unknown,S,0,1,1
580,580,580,581,0,3,"Coxon, Mr. Daniel",male,59.0,0,0,364500,7.25,Unknown,S,0,1,1
581,581,581,582,0,3,"Morley, Mr. William",male,34.0,0,0,364506,8.05,Unknown,S,0,1,1
582,582,582,583,0,3,"Torber, Mr. Ernst William",male,44.0,0,0,364511,8.05,Unknown,S,0,1,0
583,583,583,584,0,3,"Brocklebank, Mr. William Alfred",male,35.0,0,0,364512,8.05,Unknown,S,0,1,1
584,584,584,585,1,3,"Dowdell, Miss. Elizabeth",female,30.0,0,0,364516,12.475,Unknown,S,0,0,1
585,585,585,586,1,3,"Emanuel, Miss. Virginia Ethel",female,5.0,0,0,364516,12.475,Unknown,S,0,0,1
586,586,586,587,0,3,"Canavan, Miss. Mary",female,21.0,0,0,364846,7.75,Unknown,Q,0,1,1
587,587,587,588,0,3,"Bourke, Miss. Mary",female,29.69911764705882,0,2,364848,7.75,Unknown,Q,2,1,1
588,588,588,589,0,3,"Bourke, Mr. John",male,40.0,1,1,364849,15.5,Unknown,Q,2,1,1
589,589,589,590,0,3,"Bourke, Mrs. John (Catherine)",female,32.0,1,1,364849,15.5,Unknown,Q,2,1,1
590,590,590,591,0,3,"Mangan, Miss. Mary",female,30.5,0,0,364850,7.75,Unknown,Q,0,1,1
591,591,591,592,0,3,"Flynn, Mr. James",male,29.69911764705882,0,0,364851,7.75,Unknown,Q,0,1,1
592,592,592,593,0,3,"Burke, Mr. Jeremiah",male,19.0,0,0,365222,6.75,Unknown,Q,0,1,1
593,593,593,594,0,3,"Hegarty, Miss. Hanora ""Nora""",female,18.0,0,0,365226,6.75,Unknown,Q,0,1,1
594,594,594,595,1,3,"McCoy, Mr. Bernard",male,29.69911764705882,2,0,367226,23.25,Unknown,Q,2,0,1
595,595,595,596,1,3,"McCoy, Miss. Agnes",female,29.69911764705882,2,0,367226,23.25,Unknown,Q,2,0,1
596,596,596,597,1,3,"McCormack, Mr. Thomas Joseph",male,29.69911764705882,0,0,367228,7.75,Unknown,Q,0,0,0
597,597,597,598,0,3,"Kiernan, Mr. Philip",male,29.69911764705882,1,0,367229,7.75,Unknown,Q,1,1,1
598,598,598,599,1,3,"Murphy, Miss. Katherine ""Kate""",female,29.69911764705882,1,0,367230,15.5,Unknown,Q,1,0,1
599,599,599,600,1,3,"Murphy, Miss. Margaret Jane",female,29.69911764705882,1,0,367230,15.5,Unknown,Q,1,0,1
600,600,600,601,1,3,"Carr, Miss. Helen ""Ellen""",female,16.0,0,0,367231,7.75,Unknown,Q,0,0,1
601,601,601,602,0,3,"Farrell, Mr. James",male,40.5,0,0,367232,7.75,Unknown,Q,0,1,1
602,602,602,603,0,3,"Sadlier, Mr. Matthew",male,29.69911764705882,0,0,367655,7.7292,Unknown,Q,0,1,1
603,603,603,604,0,3,"Flynn, Mr. John",male,29.69911764705882,0,0,368323,6.95,Unknown,Q,0,1,1
604,604,604,605,0,3,"Mernagh, Mr. Robert",male,29.69911764705882,0,0,368703,7.75,Unknown,Q,0,1,1
605,605,605,606,0,3,"Rosblom, Mrs. Viktor (Helena Wilhelmina)",female,41.0,0,2,370129,20.2125,Unknown,S,2,1,0
606,606,606,607,0,3,"Rosblom, Mr. Viktor Richard",male,18.0,1,1,370129,20.2125,Unknown,S,2,1,0
607,607,607,608,1,3,"O'Brien, Mrs. Thomas (Johanna ""Hannah"" Godfrey)",female,29.69911764705882,1,0,370365,15.5,Unknown,Q,1,0,1
608,608,608,609,0,3,"O'Brien, Mr. Thomas",male,29.69911764705882,1,0,370365,15.5,Unknown,Q,1,1,1
609,609,609,610,0,3,"Connors, Mr. Patrick",male,70.5,0,0,370369,7.75,Unknown,Q,0,1,1
610,610,610,611,1,3,"Madigan, Miss. Margaret ""Maggie""",female,29.69911764705882,0,0,370370,7.75,Unknown,Q,0,0,1
611,611,611,612,0,3,"Lennon, Mr. Denis",male,29.69911764705882,1,0,370371,15.5,Unknown,Q,1,1,1
612,612,612,613,0,3,"McMahon, Mr. Martin",male,29.69911764705882,0,0,370372,7.75,Unknown,Q,0,1,1
613,613,613,614,1,3,"Connolly, Miss. Kate",female,22.0,0,0,370373,7.75,Unknown,Q,0,0,1
614,614,614,615,1,3,"Healy, Miss. Hanora ""Nora""",female,29.69911764705882,0,0,370375,7.75,Unknown,Q,0,0,1
615,615,615,616,0,3,"Dooley, Mr. Patrick",male,32.0,0,0,370376,7.75,Unknown,Q,0,1,1
616,616,616,617,0,3,"Horgan, Mr. John",male,29.69911764705882,0,0,370377,7.75,Unknown,Q,0,1,1
617,617,617,618,0,3,"O'Connor, Mr. Maurice",male,29.69911764705882,0,0,371060,7.75,Unknown,Q,0,1,1
618,618,618,619,1,3,"Moran, Miss. Bertha",female,29.69911764705882,1,0,371110,24.15,Unknown,Q,1,0,1
619,619,619,620,0,3,"Ryan, Mr. Patrick",male,29.69911764705882,0,0,371110,24.15,Unknown,Q,0,1,1
620,620,620,621,0,3,"Moran, Mr. Daniel J",male,29.69911764705882,1,0,371110,24.15,Unknown,Q,1,1,1
621,621,621,622,0,3,"Cribb, Mr. John Hatfield",male,44.0,0,1,371362,16.1,Unknown,S,1,1,1
622,622,622,623,0,3,"Morrow, Mr. Thomas Rowan",male,29.69911764705882,0,0,372622,7.75,Unknown,Q,0,1,1
623,623,623,624,0,3,"Allen, Mr. William Henry",male,35.0,0,0,373450,8.05,Unknown,S,0,1,1
624,624,624,625,0,3,"Moutal, Mr. Rahamin Haim",male,29.69911764705882,0,0,374746,8.05,Unknown,S,0,1,1
625,625,625,626,0,3,"Harmer, Mr. Abraham (David Lishin)",male,25.0,0,0,374887,7.25,Unknown,S,0,1,1
626,626,626,627,0,3,"Shorney, Mr. Charles Joseph",male,29.69911764705882,0,0,374910,8.05,Unknown,S,0,1,1
627,627,627,628,1,3,"Thorneycroft, Mrs. Percival (Florence Kate White)",female,29.69911764705882,1,0,376564,16.1,Unknown,S,1,0,1
628,628,628,629,0,3,"Thorneycroft, Mr. Percival",male,29.69911764705882,1,0,376564,16.1,Unknown,S,1,1,1
629,629,629,630,0,3,"McNamee, Mr. Neal",male,24.0,1,0,376566,16.1,Unknown,S,1,1,1
630,630,630,631,0,3,"Henry, Miss. Delia",female,29.69911764705882,0,0,382649,7.75,Unknown,Q,0,1,1
631,631,631,632,1,3,"Daly, Mr. Eugene Patrick",male,29.0,0,0,382651,7.75,Unknown,Q,0,0,1
632,632,632,633,0,3,"Rice, Master. Eugene",male,2.0,4,1,382652,29.125,Unknown,Q,5,1,1
633,633,633,634,0,3,"Rice, Master. Arthur",male,4.0,4,1,382652,29.125,Unknown,Q,5,1,1
634,634,634,635,0,3,"Rice, Master. Eric",male,7.0,4,1,382652,29.125,Unknown,Q,5,1,1
635,635,635,636,0,3,"Rice, Master. George Hugh",male,8.0,4,1,382652,29.125,Unknown,Q,5,1,1
636,636,636,637,0,3,"Rice, Mrs. William (Margaret Norton)",female,39.0,0,5,382652,29.125,Unknown,Q,5,1,1
637,637,637,638,0,3,"Tobin, Mr. Roger",male,29.69911764705882,0,0,383121,7.75,F38,Q,0,1,1
638,638,638,639,0,3,"Smith, Mr. Thomas",male,29.69911764705882,0,0,384461,7.75,Unknown,Q,0,1,1
639,639,639,640,1,3,"Davison, Mrs. Thomas Henry (Mary E Finck)",female,29.69911764705882,1,0,386525,16.1,Unknown,S,1,0,1
640,640,640,641,1,3,"Aks, Mrs. Sam (Leah Rosen)",female,18.0,0,1,392091,9.35,Unknown,S,1,0,1
641,641,641,642,0,3,"Sirota, Mr. Maurice",male,29.69911764705882,0,0,392092,8.05,Unknown,S,0,1,0
642,642,642,643,1,3,"Moor, Master. Meier",male,6.0,0,1,392096,12.475,E121,S,1,0,1
643,643,643,644,1,3,"Moor, Mrs. (Beila)",female,27.0,0,1,392096,12.475,E121,S,1,0,1
644,644,644,645,0,3,"Hart, Mr. Henry",male,29.69911764705882,0,0,394140,6.8583,Unknown,Q,0,1,1
645,645,645,646,0,3,"Johanson, Mr. Jakob Alfred",male,34.0,0,0,3101264,6.4958,Unknown,S,0,1,0
646,646,646,647,1,3,"Sjoblom, Miss. Anna Sofia",female,18.0,0,0,3101265,7.4958,Unknown,S,0,0,0
647,647,647,648,0,3,"Wiklund, Mr. Jakob Alfred",male,18.0,1,0,3101267,6.4958,Unknown,S,1,1,0
648,648,648,649,0,3,"Gustafsson, Mr. Anders Vilhelm",male,37.0,2,0,3101276,7.925,Unknown,S,2,1,0
649,649,649,650,0,3,"Gustafsson, Mr. Johan Birger",male,28.0,2,0,3101277,7.925,Unknown,S,2,1,0
650,650,650,651,1,3,"Backstrom, Mrs. Karl Alfred (Maria Mathilda Gustafsson)",female,33.0,3,0,3101278,15.85,Unknown,S,3,0,0
651,651,651,652,0,3,"Backstrom, Mr. Karl Alfred",male,32.0,1,0,3101278,15.85,Unknown,S,1,1,0
652,652,652,653,1,3,"Andersson, Miss. Erna Alexandra",female,17.0,4,2,3101281,7.925,Unknown,S,6,0,0
653,653,653,654,0,3,"Panula, Master. Juha Niilo",male,7.0,4,1,3101295,39.6875,Unknown,S,5,1,0
654,654,654,655,0,3,"Panula, Master. Eino Viljami",male,1.0,4,1,3101295,39.6875,Unknown,S,5,1,0
655,655,655,656,0,3,"Panula, Mr. Ernesti Arvid",male,16.0,4,1,3101295,39.6875,Unknown,S,5,1,0
656,656,656,657,0,3,"Panula, Mrs. Juha (Maria Emilia Ojala)",female,41.0,0,5,3101295,39.6875,Unknown,S,5,1,0
657,657,657,658,0,3,"Panula, Mr. Jaako Arnold",male,14.0,4,1,3101295,39.6875,Unknown,S,5,1,0
658,658,658,659,0,3,"Panula, Master. Urho Abraham",male,2.0,4,1,3101295,39.6875,Unknown,S,5,1,0
659,659,659,660,0,3,"Salonen, Mr. Johan Werner",male,39.0,0,0,3101296,7.925,Unknown,S,0,1,0
660,660,660,661,1,3,"Hirvonen, Miss. Hildur E",female,2.0,0,1,3101298,12.2875,Unknown,S,1,0,0
661,661,661,662,0,3,"Cann, Mr. Ernest Charles",male,21.0,0,0,A./5. 2152,8.05,Unknown,S,0,1,1
662,662,662,663,0,3,"Murdlin, Mr. Joseph",male,29.69911764705882,0,0,A./5. 3235,8.05,Unknown,S,0,1,0
663,663,663,664,0,3,"Meo, Mr. Alfonzo",male,55.5,0,0,A.5. 11206,8.05,Unknown,S,0,1,0
664,664,664,665,0,3,"Somerton, Mr. Francis William",male,30.0,0,0,A.5. 18509,8.05,Unknown,S,0,1,1
665,665,665,666,0,3,"Stanley, Mr. Edward Roland",male,21.0,0,0,A/4 45380,8.05,Unknown,S,0,1,1
666,666,666,667,0,3,"Davies, Mr. Alfred J",male,24.0,2,0,A/4 48871,24.15,Unknown,S,2,1,1
667,667,667,668,0,3,"Lester, Mr. James",male,39.0,0,0,A/4 48871,24.15,Unknown,S,0,1,1
668,668,668,669,0,3,"Rush, Mr. Alfred George John",male,16.0,0,0,A/4. 20589,8.05,Unknown,S,0,1,1
669,669,669,670,0,3,"Wiseman, Mr. Phillippe",male,29.69911764705882,0,0,A/4. 34244,7.25,Unknown,S,0,1,1
670,670,670,671,0,3,"Nosworthy, Mr. Richard Cater",male,21.0,0,0,A/4. 39886,7.8,Unknown,S,0,1,1
671,671,671,672,0,3,"Braund, Mr. Owen Harris",male,22.0,1,0,A/5 21171,7.25,Unknown,S,1,1,1
672,672,672,673,0,3,"Dennis, Mr. Samuel",male,22.0,0,0,A/5 21172,7.25,Unknown,S,0,1,1
673,673,673,674,0,3,"Lovell, Mr. John Hall (""Henry"")",male,20.5,0,0,A/5 21173,7.25,Unknown,S,0,1,1
674,674,674,675,0,3,"Perkin, Mr. John Henry",male,22.0,0,0,A/5 21174,7.25,Unknown,S,0,1,1
675,675,675,676,0,3,"Williams, Mr. Howard Hugh ""Harry""",male,29.69911764705882,0,0,A/5 2466,8.05,Unknown,S,0,1,1
676,676,676,677,0,3,"Peduzzi, Mr. Joseph",male,29.69911764705882,0,0,A/5 2817,8.05,Unknown,S,0,1,0
677,677,677,678,0,3,"Cook, Mr. Jacob",male,43.0,0,0,A/5 3536,8.05,Unknown,S,0,1,1
678,678,678,679,1,3,"Cohen, Mr. Gurshon ""Gus""",male,18.0,0,0,A/5 3540,8.05,Unknown,S,0,0,1
679,679,679,680,0,3,"Rouse, Mr. Richard Henry",male,50.0,0,0,A/5 3594,8.05,Unknown,S,0,1,1
680,680,680,681,0,3,"Elsbury, Mr. William James",male,47.0,0,0,A/5 3902,7.25,Unknown,S,0,1,1
681,681,681,682,1,3,"Dorking, Mr. Edward Arthur",male,19.0,0,0,A/5. 10482,8.05,Unknown,S,0,0,1
682,682,682,683,0,3,"Charters, Mr. David",male,21.0,0,0,A/5. 13032,7.7333,Unknown,Q,0,1,1
683,683,683,684,0,3,"Saundercock, Mr. William Henry",male,20.0,0,0,A/5. 2151,8.05,Unknown,S,0,1,1
684,684,684,685,0,3,"Lobb, Mr. William Arthur",male,30.0,1,0,A/5. 3336,16.1,Unknown,S,1,1,1
685,685,685,686,0,3,"Lobb, Mrs. William Arthur (Cordelia K Stanlick)",female,26.0,1,0,A/5. 3336,16.1,Unknown,S,1,1,0
686,686,686,687,0,3,"Robins, Mrs. Alexander A (Grace Charity Laury)",female,47.0,1,0,A/5. 3337,14.5,Unknown,S,1,1,1
687,687,687,688,0,3,"van Billiard, Mr. Austin Blyler",male,40.5,0,2,A/5. 851,14.5,Unknown,S,2,1,0
688,688,688,689,0,3,"Maisner, Mr. Simon",male,29.69911764705882,0,0,A/S 2816,8.05,Unknown,S,0,1,1
689,689,689,690,0,3,"Moore, Mr. Leonard Charles",male,29.69911764705882,0,0,A4. 54510,8.05,Unknown,S,0,1,1
690,690,690,691,1,3,"Madsen, Mr. Fridtjof Arne",male,24.0,0,0,C 17369,7.1417,Unknown,S,0,0,0
691,691,691,692,0,3,"Olsen, Mr. Henry Margido",male,28.0,0,0,C 4001,22.525,Unknown,S,0,1,0
692,692,692,693,0,3,"Holm, Mr. John Fredrik Alexander",male,43.0,0,0,C 7075,6.45,Unknown,S,0,1,0
693,693,693,694,0,3,"Adahl, Mr. Mauritz Nils Martin",male,30.0,0,0,C 7076,7.25,Unknown,S,0,1,0
694,694,694,695,1,3,"Landergren, Miss. Aurora Adelia",female,22.0,0,0,C 7077,7.25,Unknown,S,0,0,0
697,697,697,698,0,3,"Dean, Mr. Bertram Frank",male,26.0,1,2,C.A. 2315,20.575,Unknown,S,3,1,1
698,698,698,699,1,3,"Dean, Master. Bertram Vere",male,1.0,1,2,C.A. 2315,20.575,Unknown,S,3,0,1
701,701,701,702,1,3,"Abbott, Mrs. Stanton (Rosa Hunt)",female,35.0,1,1,C.A. 2673,20.25,Unknown,S,2,0,1
702,702,702,703,0,3,"Abbott, Mr. Rossmore Edward",male,16.0,1,1,C.A. 2673,20.25,Unknown,S,2,1,1
718,718,718,719,1,3,"Coutts, Master. William Loch ""William""",male,3.0,1,1,C.A. 37671,15.9,Unknown,S,2,0,0
719,719,719,720,1,3,"Coutts, Master. Eden Leslie ""Neville""",male,9.0,1,1,C.A. 37671,15.9,Unknown,S,2,0,0
720,720,720,721,0,3,"Abbing, Mr. Anthony",male,42.0,0,0,C.A. 5547,7.55,Unknown,S,0,1,0
721,721,721,722,0,3,"Shellard, Mr. Frederick William",male,29.69911764705882,0,0,C.A. 6212,15.1,Unknown,S,0,1,1
723,723,723,724,0,3,"Goodwin, Master. William Frederick",male,11.0,5,2,CA 2144,46.9,Unknown,S,7,1,1
724,724,724,725,0,3,"Goodwin, Miss. Lillian Amy",female,16.0,5,2,CA 2144,46.9,Unknown,S,7,1,1
725,725,725,726,0,3,"Goodwin, Master. Sidney Leonard",male,1.0,5,2,CA 2144,46.9,Unknown,S,7,1,1
726,726,726,727,0,3,"Goodwin, Master. Harold Victor",male,9.0,5,2,CA 2144,46.9,Unknown,S,7,1,1
727,727,727,728,0,3,"Goodwin, Mrs. Frederick (Augusta Tyler)",female,43.0,1,6,CA 2144,46.9,Unknown,S,7,1,1
728,728,728,729,0,3,"Goodwin, Mr. Charles Edward",male,14.0,5,2,CA 2144,46.9,Unknown,S,7,1,1
729,729,729,730,1,3,"Stanley, Miss. Amy Zillah Elsie",female,23.0,0,0,CA. 2314,7.55,Unknown,S,0,0,1
730,730,730,731,0,3,"Sage, Master. Thomas Henry",male,29.69911764705882,8,2,CA. 2343,69.55,Unknown,S,10,1,1
731,731,731,732,0,3,"Sage, Miss. Constance Gladys",female,29.69911764705882,8,2,CA. 2343,69.55,Unknown,S,10,1,1
732,732,732,733,0,3,"Sage, Mr. Frederick",male,29.69911764705882,8,2,CA. 2343,69.55,Unknown,S,10,1,1
733,733,733,734,0,3,"Sage, Mr. George John Jr",male,29.69911764705882,8,2,CA. 2343,69.55,Unknown,S,10,1,1
734,734,734,735,0,3,"Sage, Miss. Stella Anna",female,29.69911764705882,8,2,CA. 2343,69.55,Unknown,S,10,1,1
735,735,735,736,0,3,"Sage, Mr. Douglas Bullen",male,29.69911764705882,8,2,CA. 2343,69.55,Unknown,S,10,1,1
736,736,736,737,0,3,"Sage, Miss. Dorothy Edith ""Dolly""",female,29.69911764705882,8,2,CA. 2343,69.55,Unknown,S,10,1,1
743,743,743,744,0,3,"Olsen, Mr. Ole Martin",male,29.69911764705882,0,0,Fa 265302,7.3125,Unknown,S,0,1,0
744,744,744,745,0,3,"Leonard, Mr. Lionel",male,36.0,0,0,LINE,0.0,Unknown,S,0,1,1
745,745,745,746,1,3,"Tornquist, Mr. William Henry",male,25.0,0,0,LINE,0.0,Unknown,S,0,0,0
746,746,746,747,0,3,"Johnson, Mr. William Cahoone Jr",male,19.0,0,0,LINE,0.0,Unknown,S,0,1,1
747,747,747,748,0,3,"Johnson, Mr. Alfred",male,49.0,0,0,LINE,0.0,Unknown,S,0,1,1
810,810,810,811,0,3,"Berglund, Mr. Karl Ivar Sven",male,22.0,0,0,PP 4348,9.35,Unknown,S,0,1,0
811,811,811,812,1,3,"Sandstrom, Miss. Marguerite Rut",female,4.0,1,1,PP 9549,16.7,G6,S,2,0,0
